id,x,y,linex,liney,tipx,tipy,zh,zh_TW,en,ru,城市图标,center,开放城市,背景音乐,背景图,市政厅,广场,交易所,港口,旅店,同业工会,神殿,府邸,酒馆,造船厂,船坞,仓库,大学,加工厂,指挥所,宴会厅,水手行会,灯塔
170,-2139,-2630,-2197,-2594,-105,-35,纳塔莱斯港,納塔萊斯港,Puerto Natales,Пуэрто-Наталес,8,0,1,35,34,11,23,35,47,59,71,83,95,107,119,131,143,155,167,179,191,203,215
171,-1972,-2731,-1970,-2751,99,20,乌斯怀亚,烏斯懷亞,Ushuaia,Ушуайя,8,0,1,35,34,11,23,35,47,59,71,83,95,107,119,131,143,155,167,179,191,203,215
172,-1695,-2581,-1675,-2573,94,24,斯坦利港,斯坦利港,Stanley,Стэнли,8,0,1,35,34,11,23,35,47,59,71,83,95,107,119,131,143,155,167,179,191,203,215
173,-1911,-2404,-1886,-2405,111,25,德塞阿多港,德塞阿多港,Puerto Deseado,Пуэрто Десеадо,8,0,1,35,34,11,23,35,47,59,71,83,95,107,119,131,143,155,167,179,191,203,215
174,-1794,-2104,-1760,-2120,98,25,布兰卡港,布蘭卡港,Bahia Blanca,Баия-Бланка,8,0,1,35,34,11,23,35,47,59,71,83,95,107,119,131,143,155,167,179,191,203,215
175,-1715,-1938,-1690,-1942,143,24,布宜诺斯艾利斯,布宜諾賽勒斯,Buenos Aires,Буэнос-Айрес,8,0,1,35,34,11,23,35,47,59,71,83,95,107,119,131,143,155,167,179,191,203,215
176,-1648,-1941,-1636,-1962,111,24,蒙得维的亚,蒙德維的亞,Montevideo,Монтевидео,8,0,1,35,34,11,23,35,47,59,71,83,95,107,119,131,143,155,167,179,191,203,215
177,-1462,-1754,-1433,-1766,112,24,阿雷格里港,阿雷格裏港,Porto Alegre,Порту-Алегри,8,0,1,35,34,11,23,35,47,59,71,83,95,107,119,131,143,155,167,179,191,203,215
178,-1334,-1593,-1319,-1604,94,-30,桑托斯,桑托斯,Santos,Сантос,8,0,1,35,34,11,23,35,47,59,71,83,95,107,119,131,143,155,167,179,191,203,215
179,-1269,-1584,-1258,-1597,113,25,里约热内卢,里約熱內盧,Rio de Janeiro,Рио-де-Жанейро,8,1,1,35,34,11,23,35,47,59,71,83,95,107,119,131,143,155,167,179,191,203,215
180,-1043,-1099,-1000,-1094,95,24,纳塔尔,納塔爾,Natal,Натал,8,0,1,35,34,11,23,35,47,59,71,83,95,107,119,131,143,155,167,179,191,203,215
181,-577,-172,-574,-192,-127,20,拉斯帕尔马斯,拉斯帕爾馬斯,Las Palmas,Лас-Пальмас,8,0,1,31,32,5,17,29,41,53,65,77,89,101,113,125,137,149,161,173,185,197,209
182,-494,-410,-524,-403,-112,17,努瓦克肖特,努瓦克肖特,Nouakchott,Нуакшот,8,0,1,31,32,5,17,29,41,53,65,77,89,101,113,125,137,149,161,173,185,197,209
183,-527,-522,-545,-526,-97,20,达喀尔,達喀爾,Dakar,Дакар,8,0,1,31,32,5,17,29,41,53,65,77,89,101,113,125,137,149,161,173,185,197,209
184,-468,-571,-498,-556,-113,22,几内亚比绍,幾內亞比紹,Guinea-Bissau,Гвинея-Бисау,8,0,1,31,32,5,17,29,41,53,65,77,89,101,113,125,137,149,161,173,185,197,209
185,-396,-686,-433,-675,-100,19,弗里敦,弗里敦,Freetown,Фритаун,8,0,1,31,32,5,17,29,41,53,65,77,89,101,113,125,137,149,161,173,185,197,209
186,-373,-735,-384,-760,-95,-30,蒙罗维亚,蒙羅維亞,Monrovia,Монровия,8,0,1,31,32,5,17,29,41,53,65,77,89,101,113,125,137,149,161,173,185,197,209
187,-25,-771,-26,-794,-94,-35,阿克拉,阿克拉,Accra,Аккра,8,0,1,31,32,5,17,29,41,53,65,77,89,101,113,125,137,149,161,173,185,197,209
188,192,-790,180,-814,-89,-30,哈克特港,哈克特港,Port Harcourt,Порт-Харкорт,8,0,1,31,32,5,17,29,41,53,65,77,89,101,113,125,137,149,161,173,185,197,209
189,258,-926,227,-931,-98,19,利伯维尔,利伯維爾,Libreville,Либревиль,8,0,1,31,32,5,17,29,41,53,65,77,89,101,113,125,137,149,161,173,185,197,209
190,350,-1051,317,-1061,-96,23,安哥拉,安哥拉,Angola,Ангола,8,0,1,31,32,5,17,29,41,53,65,77,89,101,113,125,137,149,161,173,185,197,209
191,395,-1185,362,-1181,-97,21,罗安达,羅安達,Luanda,Луанда,8,0,1,31,32,5,17,29,41,53,65,77,89,101,113,125,137,149,161,173,185,197,209
192,407,-1541,371,-1541,-100,22,鲸湾港,鯨灣港,Walvis Bay,Уолфиш-Бей,8,0,1,31,32,5,17,29,41,53,65,77,89,101,113,125,137,149,161,173,185,197,209
193,536,-1882,512,-1891,-97,19,开普敦,開普敦,Cape Town,Кейптаун,8,1,1,31,32,5,17,29,41,53,65,77,89,101,113,125,137,149,161,173,185,197,209
194,736,-1878,740,-1899,110,-28,伊丽莎白港,伊莉莎白港,Port Elizabeth,Порт-Элизабет,8,0,1,31,32,5,17,29,41,53,65,77,89,101,113,125,137,149,161,173,185,197,209
195,854,-1803,871,-1816,100,21,德班,德班,Durban,Дурбан,8,0,1,31,32,5,17,29,41,53,65,77,89,101,113,125,137,149,161,173,185,197,209
196,942,-1651,982,-1624,96,25,马普托,馬布多,Maputo,Мапуту,8,0,1,31,32,5,17,29,41,53,65,77,89,101,113,125,137,149,161,173,185,197,209
197,1308,-1602,1276,-1603,98,-30,图里亚拉,圖裏亞拉,Toliara,Толиара,8,0,1,31,32,5,17,29,41,53,65,77,89,101,113,125,137,149,161,173,185,197,209
198,1377,-1550,1403,-1549,95,28,马纳卡拉,馬納卡拉,Manakara,Манакара,8,0,1,31,32,5,17,29,41,53,65,77,89,101,113,125,137,149,161,173,185,197,209
199,999,-1471,1035,-1474,99,23,贝拉,貝拉,Beira,Бейра,8,0,1,31,32,5,17,29,41,53,65,77,89,101,113,125,137,149,161,173,185,197,209
200,1578,-1607,1570,-1592,100,20,圣丹尼,聖丹尼,Saint-Denis,Сен-Дени,8,0,1,31,32,5,17,29,41,53,65,77,89,101,113,125,137,149,161,173,185,197,209
201,1608,-1489,1590,-1482,100,21,路易港,路易港,Port Louis,Порт-Луи,8,0,1,31,32,5,17,29,41,53,65,77,89,101,113,125,137,149,161,173,185,197,209
202,1203,-1316,1228,-1319,100,21,莫桑比克,莫三比克,Mozambique,Мозамбик,8,1,1,31,32,5,17,29,41,53,65,77,89,101,113,125,137,149,161,173,185,197,209
203,1394,-1333,1375,-1310,95,31,马任加,馬任加,Mahajanga,Махадзанга,8,0,1,31,32,5,17,29,41,53,65,77,89,101,113,125,137,149,161,173,185,197,209
204,1209,-1002,1235,-1005,100,21,蒙巴萨,蒙巴薩,Mombasa,Момбаса,8,0,1,31,32,5,17,29,41,53,65,77,89,101,113,125,137,149,161,173,185,197,209
205,1334,-862,1356,-878,96,22,摩加迪沙,摩加迪沙,Mogadishu,Могадишо,8,0,1,31,32,5,17,29,41,53,65,77,89,101,113,125,137,149,161,173,185,197,209
206,1166,-326,1145,-336,-96,22,吉达,吉達,Jeddah,Джидда,6,0,1,15,15,6,18,30,42,54,66,78,90,102,114,126,138,150,162,174,186,198,210
207,1317,-581,1315,-599,-107,21,亚丁,亞丁,Aden,Аден,6,1,1,15,15,6,18,30,42,54,66,78,90,102,114,126,138,150,162,174,186,198,210
208,1445,-521,1467,-524,96,23,穆卡拉,穆卡拉,Al Mukalla,Аль-Мукалла,6,0,1,15,15,6,18,30,42,54,66,78,90,102,114,126,138,150,162,174,186,198,210
209,1712,-280,1712,-254,99,15,马斯喀特,馬斯喀特,Muscat,Маскат,6,0,1,15,15,6,18,30,42,54,66,78,90,102,114,126,138,150,162,174,186,198,210
210,1612,-219,1601,-200,-85,-39,阿布扎比,阿布扎比,Abu Dhabi,Абу-Даби,6,0,1,15,15,6,18,30,42,54,66,78,90,102,114,126,138,150,162,174,186,198,210
211,1445,-174,1460,-161,-98,24,宰赫兰,宰赫蘭,Dhahran,Дахран,6,0,1,15,15,6,18,30,42,54,66,78,90,102,114,126,138,150,162,174,186,198,210
212,1397,-70,1426,-78,95,20,阿巴丹,阿巴丹,Abadan,Абадан,6,0,1,15,15,6,18,30,42,54,66,78,90,102,114,126,138,150,162,174,186,198,210
213,1554,-450,1568,-467,95,20,塞拉莱,塞拉萊,Salalah,Салала,6,0,1,15,15,6,18,30,42,54,66,78,90,102,114,126,138,150,162,174,186,198,210
214,1634,-143,1639,-155,107,19,阿巴斯,阿巴斯,Abbas,Аббас,6,1,1,13,13,6,18,30,42,54,66,78,90,102,114,126,138,150,162,174,186,198,210
215,1801,-204,1795,-223,111,22,恰赫巴哈尔,恰赫巴哈爾,Chabahar,Чабахар,6,0,1,13,13,6,18,30,42,54,66,78,90,102,114,126,138,150,162,174,186,198,210
216,1986,-244,1973,-253,97,23,卡拉奇,卡拉奇,Karachi,Карачи,3,0,1,12,12,8,20,32,44,56,68,80,92,104,116,128,140,152,164,176,188,200,212
217,2044,-307,2026,-321,-96,13,杜瓦尔卡,杜瓦爾卡,Dwarka,Дварка,3,0,1,12,12,8,20,32,44,56,68,80,92,104,116,128,140,152,164,176,188,200,212
218,2143,-300,2152,-305,95,19,包纳加尔,包納加爾,Bhavnagar,Бхавнагар,3,0,1,12,12,8,20,32,44,56,68,80,92,104,116,128,140,152,164,176,188,200,212
219,2109,-336,2109,-347,-99,-26,第乌,第烏,Diu,Диу,3,0,1,12,12,8,20,32,44,56,68,80,92,104,116,128,140,152,164,176,188,200,212
220,2162,-353,2146,-359,96,27,苏拉特,蘇拉特,Surat,Сурат,3,0,1,12,12,8,20,32,44,56,68,80,92,104,116,128,140,152,164,176,188,200,212
221,2181,-427,2156,-433,-105,12,孟买,孟買,Mumbai,Мумбаи,3,1,1,12,12,8,20,32,44,56,68,80,92,104,116,128,140,152,164,176,188,200,212
222,2201,-519,2177,-527,-97,20,吉布伦,吉布倫,Chiplun,Чиплун,3,0,1,12,12,8,20,32,44,56,68,80,92,104,116,128,140,152,164,176,188,200,212
224,2296,-716,2300,-730,-108,-29,特里凡得琅,特裏凡得琅,Thiruvananthapuram,Тируванантапурам,3,0,1,12,12,8,20,32,44,56,68,80,92,104,116,128,140,152,164,176,188,200,212
225,2375,-610,2394,-607,99,25,全纳伊,全納伊,Chennai,Ченнаи,3,0,1,12,12,8,20,32,44,56,68,80,92,104,116,128,140,152,164,176,188,200,212
226,2416,-464,2427,-478,128,23,维沙卡帕特南,維沙卡帕特南,Visakhapatnam,Вишакхапатнам,3,0,1,12,12,8,20,32,44,56,68,80,92,104,116,128,140,152,164,176,188,200,212
227,2515,-374,2523,-395,99,21,克塔克,克塔克,Cuttack,Каттак,3,0,1,12,12,8,20,32,44,56,68,80,92,104,116,128,140,152,164,176,188,200,212
228,2602,-299,2591,-337,97,21,加尔各答,加爾各答,Kolkata,Калькутта,3,0,1,12,12,8,20,32,44,56,68,80,92,104,116,128,140,152,164,176,188,200,212
229,2237,-607,2216,-609,-98,21,卡利卡特,卡利卡特,Kozhikode,Кожикоде,3,0,1,12,12,8,20,32,44,56,68,80,92,104,116,128,140,152,164,176,188,200,212
230,2371,-680,2373,-667,97,26,贾夫纳,賈夫納,Jaffna,Джафна,3,0,1,11,11,8,20,32,44,56,68,80,92,104,116,128,140,152,164,176,188,200,212
232,2363,-734,2349,-738,-90,-47,科伦坡,可倫坡,Colombo,Коломбо,3,1,1,11,11,8,20,32,44,56,68,80,92,104,116,128,140,152,164,176,188,200,212
233,2370,-767,2361,-771,90,-30,加勒,加勒,Galle,Галле,3,0,1,11,11,8,20,32,44,56,68,80,92,104,116,128,140,152,164,176,188,200,212
235,2835,-497,2827,-535,-102,-33,仰光,仰光,Yangon,Янгон,2,1,1,10,10,8,20,32,44,56,68,80,92,104,116,128,140,152,164,176,188,200,212
236,2833,-779,2832,-746,-94,30,班达亚齐,班達亞齊,Banda Aceh,Банда Ачех,2,0,1,8,8,4,16,28,40,52,64,76,88,100,112,124,136,148,160,172,184,196,208
237,2945,-933,2926,-936,-97,23,巴东,巴東,Padang,Паданг,2,0,1,8,8,4,16,28,40,52,64,76,88,100,112,124,136,148,160,172,184,196,208
238,2994,-995,2974,-1004,-85,-42,名古鲁,名古魯,Bengkulu,Бенкулу,2,0,1,8,8,4,16,28,40,52,64,76,88,100,112,124,136,148,160,172,184,196,208
239,3017,-841,3004,-852,97,25,马六甲,馬六甲,Malacca,Ротанговая трость,2,0,1,7,7,4,16,28,40,52,64,76,88,100,112,124,136,148,160,172,184,196,208
240,3058,-881,3064,-898,104,21,新加坡,新加坡,Singapore,Сингапур,2,1,1,7,7,4,16,28,40,52,64,76,88,100,112,124,136,148,160,172,184,196,208
241,3021,-742,3037,-714,96,26,宋卡,宋卡,Songkhla,Сонгкхла,2,0,1,9,9,4,16,28,40,52,64,76,88,100,112,124,136,148,160,172,184,196,208
242,2986,-550,2984,-567,101,34,曼谷,曼谷,Bangkok,Бангкок,2,1,1,9,9,4,16,28,40,52,64,76,88,100,112,124,136,148,160,172,184,196,208
243,3159,-475,3178,-460,96,21,岘港,峴港,Da Nang,Дананг,2,0,1,5,5,4,16,28,40,52,64,76,88,100,112,124,136,148,160,172,184,196,208
244,3122,-377,3137,-388,-91,25,河内,河內,Hanoi,Ханой,2,1,1,5,5,4,16,28,40,52,64,76,88,100,112,124,136,148,160,172,184,196,208
245,3585,-411,3585,-398,98,17,拉瓦格,拉瓦格,Laoag City,Город Лаоаг,2,0,1,6,6,4,16,28,40,52,64,76,88,100,112,124,136,148,160,172,184,196,208
246,3619,-478,3637,-476,96,-30,奎松城,奎松城,Quezon City,Кесон-Сити,2,0,1,6,6,4,16,28,40,52,64,76,88,100,112,124,136,148,160,172,184,196,208
247,3573,-524,3550,-526,-109,22,马尼拉,馬尼拉,Manila,Манила,2,1,1,6,6,4,16,28,40,52,64,76,88,100,112,124,136,148,160,172,184,196,208
248,3633,-640,3658,-636,95,22,宿务,宿務,Cebu City,Себу-Сити,2,0,1,6,6,4,16,28,40,52,64,76,88,100,112,124,136,148,160,172,184,196,208
249,3479,-661,3470,-643,113,-25,普林塞萨港,普林塞薩港,Puerto Princesa,Пуэрто-Принцеса,2,0,1,6,6,4,16,28,40,52,64,76,88,100,112,124,136,148,160,172,184,196,208
250,3260,-862,3233,-841,97,19,古晋,古晉,Kuching,Кучинг,2,0,1,7,7,4,16,28,40,52,64,76,88,100,112,124,136,148,160,172,184,196,208
251,3233,-917,3197,-917,94,-25,坤甸,坤甸,Pontianak,Понтианак,2,0,1,8,8,4,16,28,40,52,64,76,88,100,112,124,136,148,160,172,184,196,208
252,3532,-1065,3526,-1085,99,25,望加锡,望加錫,Makassar,Макассар,2,0,1,8,8,4,16,28,40,52,64,76,88,100,112,124,136,148,160,172,184,196,208
253,3176,-1099,3176,-1084,107,35,雅加达,雅加達,Jakarta,Джакарта,2,1,1,8,8,4,16,28,40,52,64,76,88,100,112,124,136,148,160,172,184,196,208
254,3338,-1125,3338,-1110,95,-26,泗水,泗水,Surabaya,Сурабая,2,0,1,8,8,4,16,28,40,52,64,76,88,100,112,124,136,148,160,172,184,196,208
255,3756,-1169,3756,-1186,98,21,帝力,帝力,Dili,Дили,2,0,1,8,8,4,16,28,40,52,64,76,88,100,112,124,136,148,160,172,184,196,208
256,3840,-1007,3828,-1035,95,25,安波那,安波那,Amboyna,Амбойна,2,0,1,8,8,4,16,28,40,52,64,76,88,100,112,124,136,148,160,172,184,196,208
257,4255,-1148,4261,-1164,-94,25,基科里,基科裏,Kikori,Кикори,2,0,1,36,8,4,16,28,40,52,64,76,88,100,112,124,136,148,160,172,184,196,208
258,4333,-1168,4319,-1184,112,23,莫尔兹比港,莫爾茲比港,Port Moresby,Порт-Морсби,2,0,1,36,8,4,16,28,40,52,64,76,88,100,112,124,136,148,160,172,184,196,208
259,4772,-1192,4744,-1202,98,24,霍尼亚拉,霍尼亞拉,Honiara,Хониара,2,0,1,36,8,4,16,28,40,52,64,76,88,100,112,124,136,148,160,172,184,196,208
260,4493,-1060,4501,-1078,97,25,拉包尔,拉包爾,Rabaul,Рабаул,2,0,1,36,8,4,16,28,40,52,64,76,88,100,112,124,136,148,160,172,184,196,208
261,4220,823,4201,816,96,20,囊哈尔卫,囊哈爾衛,Nanghar,Нангар,1,0,1,1,1,1,13,25,37,49,61,73,85,97,109,121,133,145,157,169,181,193,205
262,3615,244,3618,230,-92,30,金州,金州,Jinzhou,Цзиньчжоу,1,0,1,1,1,1,13,25,37,49,61,73,85,97,109,121,133,145,157,169,181,193,205
263,3978,373,3989,362,95,22,海参崴,海參崴,Vladivostok,Владивосток,1,0,1,1,1,1,13,25,37,49,61,73,85,97,109,121,133,145,157,169,181,193,205
264,3482,230,3502,228,-97,4,天津,天津,Tianjin,Тяньцзинь,1,0,1,1,1,1,13,25,37,49,61,73,85,97,109,121,133,145,157,169,181,193,205
265,3564,198,3564,211,-96,-9,莱州,萊州,Laizhou,Лайчжоу,1,0,1,1,1,1,13,25,37,49,61,73,85,97,109,121,133,145,157,169,181,193,205
266,3631,163,3641,175,-96,-21,威海,威海,Weihai,Вэйхай,1,0,1,1,1,1,13,25,37,49,61,73,85,97,109,121,133,145,157,169,181,193,205
267,3533,88,3559,89,-99,0,安东,安東,Andong,Андон,1,0,1,1,1,1,13,25,37,49,61,73,85,97,109,121,133,145,157,169,181,193,205
269,3556,-12,3575,0,107,-22,杭州,杭州,Hangzhou,Ханчжоу,1,1,1,1,1,1,13,25,37,49,61,73,85,97,109,121,133,145,157,169,181,193,205
270,3590,-18,3600,-16,-99,13,宁波,寧波,Ningbo,Нинбо,1,0,1,1,1,1,13,25,37,49,61,73,85,97,109,121,133,145,157,169,181,193,205
271,3579,-116,3604,-124,-98,33,台州,臺州,Taizhou,Тайчжоу,1,0,1,1,1,1,13,25,37,49,61,73,85,97,109,121,133,145,157,169,181,193,205
272,3543,-171,3586,-170,-98,16,福州,福州,Fuzhou,Фучжоу,1,0,1,1,1,1,13,25,37,49,61,73,85,97,109,121,133,145,157,169,181,193,205
273,3465,-250,3485,-272,-97,-18,泉州,泉州,Quanzhou,Цюаньчжоу,1,0,1,1,1,1,13,25,37,49,61,73,85,97,109,121,133,145,157,169,181,193,205
274,3347,-318,3351,-336,96,-25,澳门,澳門,Macau,Макао,1,0,1,1,1,1,13,25,37,49,61,73,85,97,109,121,133,145,157,169,181,193,205
275,3254,-386,3254,-380,95,-30,琼州,瓊州,Qiongzhou,Цюнчжоу,1,0,1,1,1,1,13,25,37,49,61,73,85,97,109,121,133,145,157,169,181,193,205
276,3570,-315,3553,-331,95,22,高雄,高雄,Kaohsiung,Гаосюн,1,0,1,1,1,1,13,25,37,49,61,73,85,97,109,121,133,145,157,169,181,193,205
277,3594,-233,3594,-215,94,20,基隆,基隆,Keelung,Килунг,1,0,1,1,1,1,13,25,37,49,61,73,85,97,109,121,133,145,157,169,181,193,205
278,3816,115,3831,109,105,20,釜山,釜山,Busan,Пусан,1,1,1,2,2,2,14,26,38,50,62,74,86,98,110,122,134,146,158,170,182,194,206
279,3741,185,3721,181,98,-5,仁川,仁川,Incheon,Инчхон,1,0,1,2,2,2,14,26,38,50,62,74,86,98,110,122,134,146,158,170,182,194,206
282,3745,50,3744,61,-72,-41,济州,濟州,Jeju,Чеджу,1,0,1,2,2,2,14,26,38,50,62,74,86,98,110,122,134,146,158,170,182,194,206
283,3763,243,3795,245,98,20,元山,元山,Wonsan,Вонсан,1,0,1,2,2,2,14,26,38,50,62,74,86,98,110,122,134,146,158,170,182,194,206
284,3746,113,3733,117,-95,-23,木浦,木浦,Mokpo,Мокпхо,1,0,1,2,2,2,14,26,38,50,62,74,86,98,110,122,134,146,158,170,182,194,206
285,3854,11,3831,-15,93,-29,长崎,長崎,Nagasaki,Нагасаки,1,0,1,3,3,3,15,27,39,51,63,75,87,99,111,123,135,147,159,171,183,195,207
286,4015,34,4002,20,-93,-24,大阪,大阪,Osaka,Осака,1,0,1,3,3,3,15,27,39,51,63,75,87,99,111,123,135,147,159,171,183,195,207
287,4194,359,4182,377,93,27,札幌,札幌,Sapporo,Саппоро,1,0,1,3,3,3,15,27,39,51,63,75,87,99,111,123,135,147,159,171,183,195,207
288,4179,315,4179,303,98,9,箱馆,箱館,Hakodate,Хакодате,1,0,1,3,3,3,15,27,39,51,63,75,87,99,111,123,135,147,159,171,183,195,207
289,4270,359,4272,333,94,22,钏路,釧路,Kushiro,Кусиро,1,0,1,3,3,3,15,27,39,51,63,75,87,99,111,123,135,147,159,171,183,195,207
291,4038,143,4007,161,98,18,金泽,金澤,Kanazawa,Канадзава,1,0,1,3,3,3,15,27,39,51,63,75,87,99,111,123,135,147,159,171,183,195,207
292,4090,58,4088,43,101,28,江户,江戶,Edo,Эдо,1,1,1,3,3,3,15,27,39,51,63,75,87,99,111,123,135,147,159,171,183,195,207
293,3865,65,3837,78,96,17,马关,馬關,Shimonoseki,Симоносеки,1,0,1,3,3,3,15,27,39,51,63,75,87,99,111,123,135,147,159,171,183,195,207
294,4135,202,4106,215,97,17,新泻,新瀉,Niigata,Ниигата,1,0,1,3,3,3,15,27,39,51,63,75,87,99,111,123,135,147,159,171,183,195,207
295,3799,-149,3780,-140,99,-37,那霸,那霸,Naha,Наха,1,1,1,4,4,1,13,25,37,49,61,73,85,97,109,121,133,145,157,169,181,193,205
296,3791,-1316,3773,-1286,-96,28,基茨港,基茨港,Port Keats,Порт-Китс,8,0,1,36,31,9,21,33,45,57,69,81,93,105,117,129,141,153,165,177,189,201,213
297,4422,-1973,4449,-1975,97,23,悉尼,悉尼,Sydney,Сидней,8,0,1,36,31,9,21,33,45,57,69,81,93,105,117,129,141,153,165,177,189,201,213
298,4304,-2044,4297,-2067,98,20,墨尔本,墨爾本,Melbourne,Мельбурн,8,0,1,36,31,9,21,33,45,57,69,81,93,105,117,129,141,153,165,177,189,201,213
299,4094,-1925,4087,-1979,-94,-26,阿德莱德,阿德萊德,Adelaide,Аделаида,8,0,1,36,31,9,21,33,45,57,69,81,93,105,117,129,141,153,165,177,189,201,213
300,5169,-2148,5085,-2125,99,23,惠灵顿,惠靈頓,Wellington,Веллингтон,8,0,1,36,31,9,21,33,45,57,69,81,93,105,117,129,141,153,165,177,189,201,213
301,3762,-139,3762,-124,-88,36,神山,神山,Mount Kinabalu,Гора Кинабалу,1,0,1,4,4,1,13,25,37,49,61,73,85,97,109,121,133,145,157,169,181,193,205
302,462,437,453,424,95,21,拉古扎,拉古紮,Ragusa,Рагуза,4,0,1,21,21,7,19,31,43,55,67,79,91,103,115,127,139,151,163,175,187,199,211
303,1607,-601,1607,-583,97,19,索哥德拉,索哥德拉,Socotra,Сокотра,6,0,1,15,15,6,18,30,42,54,66,78,90,102,114,126,138,150,162,174,186,198,210
304,-124,406,-125,424,-86,36,桑坦德,桑坦德,Santander,Сантандер,4,0,1,17,17,10,22,34,46,58,70,82,94,106,118,130,142,154,166,178,190,202,214
306,385,105,378,92,97,24,瓦莱塔,瓦萊塔,Valletta,Валлетта,4,0,1,20,17,10,22,34,46,58,70,82,94,106,118,130,142,154,166,178,190,202,214
307,3218,-599,3247,-594,99,22,金兰,金蘭,Cam Ranh,Камрань,2,0,1,5,5,4,16,28,40,52,64,76,88,100,112,124,136,148,160,172,184,196,208
308,3152,-666,3162,-684,95,23,西贡,西貢,Saigon,Сайгон,2,0,1,5,5,4,16,28,40,52,64,76,88,100,112,124,136,148,160,172,184,196,208
309,2805,-416,2755,-420,99,22,丹兑,丹兌,Thandwe,Тандве,2,0,1,10,10,4,16,28,40,52,64,76,88,100,112,124,136,148,160,172,184,196,208
